OnnettomuusID;Tienpitäjä;Tieosoite;Ajorata;Tie;Osa;Etaisyys;x-koordinaatti;y-koordinaatti;ELY-keskus;Maakunta;Kunta;Katuosoite;Vuosi;Kuukausi;Onnettomyystyyppi;Onnettomuustyyppi_nro;Vakavuus;Osallisten lkm;Onnettomuusluokka;Liikennevalot;Raskaan liikenteen onnettomuus;Tietyö;Onnettomuuspaikka;Liittymäjärjestelyt;Viikonpäivä;Pinta;Valoisuus;Lämpötila?;Sää;Nopeusrajoitus;Verkollinen asema;Päällyste;Talvihoitoluokitus;Toiminnallinen luokka;Rautatie;Taajama;KVL;KVL raskas;Näkemäprosentti yli 150;Näkemäprosentti yli 300;Näkemäprosentti yli 450;Näkemän pituus
609989;Väylävirasto;140/4/462;;140;4;462;394695;6683642;Uudenmaan ELY;Uusimaa;Vantaa;LAHDENTIE;2022;8;peräänajo jarruttavaan ajoneuvoon;6;Loukkaantumiseen johtanut;2;peräänajo-onnettomuus;;false;false;ajorata;linjaonnettomuus;ma;paljas, kuiva;päivänvalo;23;kirkas;60;;kestopäällyste;;;Ei tasoristeystä;false;;;;;;
609990;Kunta;;;;;;479854;6756465;Kaakkois-Suomen ELY;Kymenlaakso;Kouvola;KUUSAANTIE;2022;6;muu onnettomuus;99;Ei henkilövahinkoja;0;muu onnettomuus;;false;false;;;ke;paljas, kuiva;päivänvalo;14;pilvipouta;;;muu;;;Ei tasoristeystä;true;;;;;;
609991;Väylävirasto;2012/1/413;;2012;1;413;238183;6716500;Varsinais-Suomen ELY;Varsinais-Suomi;Raisio;KUNINKOJANTIE X KUNINKAANVÄYLÄ;2022;9;kääntyminen oikealle toisen eteen tai kylkeen;50;Ei henkilövahinkoja;2;mopedionnettomuus;;false;false;suojatie;linjaonnettomuus;la;paljas, märkä;päivänvalo;12;pilvipouta;50;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
609992;Väylävirasto;9/224/7242;0;9;224;7242;409875;6862935;Keski-Suomen ELY;Keski-Suomi;Jämsä;VT9 /Himoksen risteys;2022;11;muu peräänajo liikkuvaan ajoneuvoon;7;Ei henkilövahinkoja;2;peräänajo-onnettomuus;;false;false;ajorata;linjaonnettomuus;to;paljas, märkä;tie valaistu;5;vesisade;30;;kestopäällyste;Is;Valtatie;Ei tasoristeystä;false;;;100;78;44;509
609993;Kunta;;;;;;371561;6672908;Uudenmaan ELY;Uusimaa;Espoo;PISANNIITTY 2 A 9;2022;1;suistuminen vasemmalle suoralla;81;Ei henkilövahinkoja;0;muu onnettomuus;;false;false;ajorata;linjaonnettomuus;la;luminen;tie valaistu;?1;lumisade;40;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
609994;Väylävirasto;22.12.9655;0;22;12;9655;471996;7182085;Pohjois-Pohjanmaan ELY;Pohjois-Pohjanmaa;Utajärvi;VT22;2022;1;suistuminen oikealle suoralla;80;Ei henkilövahinkoja;1;yksittäisonnettomuus;;false;false;ajorata;linjaonnettomuus;la;jäinen;tie valaistu;?5;pilvipouta;60;Tieto puuttuu;kestopäällyste;Is;Valtatie;Ei tasoristeystä;false;;;100;82;44;
609995;Väylävirasto;663/11/2934;0;663;11;2934;250924;6930018;Etelä-Pohjanmaan ELY;Etelä-Pohjanmaa;Kauhajoki;ETELÄINEN YHDYSTIE X PÄNTÄNEENTIE;2022;1;muu risteämisonnettomuus, ei kääntymistä;49;Loukkaantumiseen johtanut;2;risteämisonnettomuus;;true;false;ajorata;kärkikolmio;la;luminen;tie valaistu;?4;pilvipouta;50;Sisääntulotie kaava-alueella;kestopäällyste;I;Seututie;Ei tasoristeystä;true;3 161;153;;;;
609996;Väylävirasto;273/7/851;0;273;7;851;268835;6897720;Varsinais-Suomen ELY;Satakunta;Karvia;KYLÄKARVIANTIE;2022;1;muu törmäys käännyttäessä vasemmalle;13;Ei henkilövahinkoja;2;kääntymisonnettomuus;;false;false;ajorata;kärkikolmio;la;jäinen;päivänvalo;?8;kirkas;40;Läpikulku-/sisääntulotie kaava-alueella;kestopäällyste;Ib;Seututie;Ei tasoristeystä;false;;;95;71;49;
609997;Kunta;;;;;;337282;6682552;Uudenmaan ELY;Uusimaa;Lohja;LAURINKATU;2022;1;muu kohtaamisonnettomuus, ei kääntymistä;29;Ei henkilövahinkoja;4;kohtaamisonnettomuus;;false;false;ajorata;linjaonnettomuus;la;luminen;tie valaistu;?2;lumisade;40;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
609998;Väylävirasto;4/542/3318;0;4;542;3318;504217;7561402;Lapin ELY;Lappi;Sodankylä;IVALONTIE;2022;1;suistuminen oik. oikealle kääntyvässä kaarteessa;82;Ei henkilövahinkoja;1;yksittäisonnettomuus;;false;false;ajorata;linjaonnettomuus;la;jäinen;päivänvalo;?13;pilvipouta;100;;kestopäällyste;Ib;Valtatie;Ei tasoristeystä;false;;;100;92;43;
610000;Väylävirasto;1950/1/6527;0;1950;1;6527;221091;6737253;Varsinais-Suomen ELY;Varsinais-Suomi;Mynämäki;VEHMAANTIE 600;2022;1;suistuminen oik. vasemmalle kääntyvässä kaarteessa;84;Ei henkilövahinkoja;1;yksittäisonnettomuus;;false;false;ajorata;linjaonnettomuus;la;jäinen;tie valaistu;?2;pilvipouta;50;;kestopäällyste;Ic;Yhdystie;Ei tasoristeystä;false;1 432;61;86;43;19;
610002;Väylävirasto;7000/6/2668;0;7000;6;2668;273475;6982388;Etelä-Pohjanmaan ELY;Etelä-Pohjanmaa;Seinäjoki;KÖNNINTIE;2022;1;suistuminen oik. oikealle kääntyvässä kaarteessa;82;Ei henkilövahinkoja;1;yksittäisonnettomuus;;false;false;ajorata;linjaonnettomuus;la;jäinen;päivänvalo;?9;kirkas;80;;kestopäällyste;III;Yhdystie;Ei tasoristeystä;false;209;15;48;14;1;65
610003;Muu;;;;;;411227;6861461;Keski-Suomen ELY;Keski-Suomi;Jämsä;HIMOSHUIPUNTIE X LÄNSIHUIPPUNTIE;2022;1;muu tieltä suistuminen;89;Ei henkilövahinkoja;0;muu onnettomuus;;false;false;ajorata;linjaonnettomuus;la;luminen;tie valaistu;?4;pilvipouta;50;;öljysora tai vast;;;Ei tasoristeystä;true;;;;;;
610004;Kunta;;;;;;346447;7128194;Pohjois-Pohjanmaan ELY;Pohjois-Pohjanmaa;Kalajoki;MATKAILUTIE;2022;1;suistuminen vas. oikealle kääntyvässä kaarteessa;83;Ei henkilövahinkoja;0;muu onnettomuus;;false;false;ajorata;linjaonnettomuus;la;luminen;tie valaistu;?6;pilvipouta;40;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
610005;Kunta;;;;;;440753;7377608;Lapin ELY;Lappi;Rovaniemi;Hillapolku 9;2022;1;kääntyminen vasemmalle toisen eteen tai kylkeen;52;Ei henkilövahinkoja;0;risteämisonnettomuus;;false;false;ajorata;linjaonnettomuus;la;luminen;tie valaistu;?8;pilvipouta;40;;kestopäällyste;;;Ei tasoristeystä;false;;;;;;
610006;Väylävirasto;11927/3/529;0;11927;3;529;470136;6692710;Uudenmaan ELY;Uusimaa;Loviisa;SAARISTOTIE;2022;1;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;;true;false;ajorata;linjaonnettomuus;la;jäinen;hämärä;?9;pilvipouta;80;;sora;II;Yhdystie;Ei tasoristeystä;false;;;56;15;3;
610007;Kunta;;;;;;241443;6709986;Varsinais-Suomen ELY;Varsinais-Suomi;Turku;Hippoksentie 33;2022;1;peräänajo liikenne-esteen takia pysäht. ajoneuvoon;8;Ei henkilövahinkoja;0;peräänajo-onnettomuus;;false;false;suojatie;linjaonnettomuus;la;jäinen;tie valaistu;?6;kirkas;50;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
610008;Väylävirasto;1311/2/8;0;1311;2;8;379415;6705270;Uudenmaan ELY;Uusimaa;Nurmijärvi;HELSINGINTIE X PERTTULANTIE;2022;1;ajo risteäviä ajosuuntia suoraan;40;Ei henkilövahinkoja;2;risteämisonnettomuus;;false;false;ajorata;liikennevalot;la;luminen;tie valaistu;?4;pilvipouta;40;Tieto puuttuu;kestopäällyste;Is;Yhdystie;Ei tasoristeystä;true;6 126;337;99;84;73;405
610009;Kunta;;;;;;424854;7202271;Pohjois-Pohjanmaan ELY;Pohjois-Pohjanmaa;Oulu;PAPPILANTIE;2022;1;muu onnettomuus;99;Ei henkilövahinkoja;0;muu onnettomuus;;false;false;;linjaonnettomuus;la;;päivänvalo;?7;kirkas;40;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
610010;Väylävirasto;12157/2/1202;0;12157;2;1202;234702;6706579;Varsinais-Suomen ELY;Varsinais-Suomi;Turku;HÄPPILÄNTIE 122;2022;1;suistuminen vas. oikealle kääntyvässä kaarteessa;83;Ei henkilövahinkoja;1;yksittäisonnettomuus;;false;false;ajorata;linjaonnettomuus;la;sohjoinen;pimeä (valaisematon);0;lumisade;50;Tieto puuttuu;kestopäällyste;Ib;Yhdystie;Ei tasoristeystä;false;;;;;;
610011;Väylävirasto;28/22/2717;0;28;22;2717;407356;7094405;Pohjois-Pohjanmaan ELY;Pohjois-Pohjanmaa;Nivala;KAJAANINTIE;2022;1;muu tieltä suistuminen;89;Ei henkilövahinkoja;1;yksittäisonnettomuus;;false;false;ajorata;linjaonnettomuus;la;jäinen;päivänvalo;?10;kirkas;80;;kestopäällyste;Ib;Valtatie;Ei tasoristeystä;false;;;100;96;79;
610012;Väylävirasto;148/3/105;2;148;3;105;396410;6696032;Uudenmaan ELY;Uusimaa;Kerava;KERAVANTIE;2022;1;muu peräänajo liikkuvaan ajoneuvoon;7;Loukkaantumiseen johtanut;2;peräänajo-onnettomuus;;false;false;ajorata;linjaonnettomuus;la;jäinen;tie valaistu;?10;kirkas;60;;kestopäällyste;Is;Seututie;Ei tasoristeystä;false;;;100;88;46;
610013;Väylävirasto;45/2/671;1;45;2;671;386263;6679383;Uudenmaan ELY;Uusimaa;Helsinki;Tuusulanväylä pohjoiseen;2022;1;suistuminen oikealle suoralla;80;Ei henkilövahinkoja;1;yksittäisonnettomuus;;false;false;ajorata;linjaonnettomuus;la;jäinen;tie valaistu;?7;kirkas;80;Keskustan ohikulku kaava-alueella;kestopäällyste;Ise;Kantatie;Ei tasoristeystä;false;;;100;84;45;
610015;Väylävirasto;1273598;0;27;12;5386;416677;7071365;Pohjois-Pohjanmaan ELY;Pohjois-Pohjanmaa;Haapajärvi;VALTAKATU;2022;1;suistuminen vasemmalle suoralla;81;Ei henkilövahinkoja;1;yksittäisonnettomuus;;false;false;ajorata;linjaonnettomuus;la;luminen;tie valaistu;?8;pilvipouta;60;Tieto puuttuu;kestopäällyste;Is;Valtatie;Ei tasoristeystä;true;;;100;99;79;
610016;Väylävirasto;110/34/7019;0;110;34;7019;246735;6705935;Varsinais-Suomen ELY;Varsinais-Suomi;Kaarina;UUDENMAANTIE;2022;1;suistuminen oikealle suoralla;80;Ei henkilövahinkoja;1;yksittäisonnettomuus;;false;false;ajorata;linjaonnettomuus;la;luminen;tie valaistu;?1;lumisade;60;Keskustan ohikulku kaava-alueella;kestopäällyste;Is;Seututie;Ei tasoristeystä;false;;;100;88;65;
610017;Kunta;;;;;;379386;6735207;Uudenmaan ELY;Kanta-Häme;Riihimäki;SATURNUKSENKATU;2022;1;muu jalankulkuonnettomuus suojatien ulkopuolella;79;Loukkaantumiseen johtanut;2;jalankulkijaonnettomuus;;false;false;kävely- ja pyörätie;linjaonnettomuus;la;luminen;tie valaistu;?3;pilvipouta;30;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
610019;Kunta;;;;;;427947;7210321;Pohjois-Pohjanmaan ELY;Pohjois-Pohjanmaa;Oulu;Uusikatu x albertinkatu;2022;1;muu vastakkaiset ajosuunnat, kääntyminen;39;Ei henkilövahinkoja;0;kääntymisonnettomuus;toiminnassa;false;true;ajorata;liikennevalot;la;luminen;tie valaistu;?10;kirkas;30;;kivi;;;Ei tasoristeystä;true;;;;;;
610021;Väylävirasto;6/311/1524;1;6;311;1524;599913;6790186;Kaakkois-Suomen ELY;Etelä-Karjala;Imatra;VT6;2022;1;suistuminen oikealle suoralla;80;Ei henkilövahinkoja;1;yksittäisonnettomuus;;false;false;ajorata;linjaonnettomuus;la;jäinen;tie valaistu;?1;sumu;100;Tieto puuttuu;kestopäällyste;Ise;Valtatie;Ei tasoristeystä;false;;;;;;
610022;Väylävirasto;16683/1/8317;0;16683;1;8317;422551;6911596;Keski-Suomen ELY;Keski-Suomi;Jyväskylä;VESANKAJÄRVENTIE;2022;1;suistuminen oikealle suoralla;80;Ei henkilövahinkoja;1;yksittäisonnettomuus;;false;false;ajorata;linjaonnettomuus;la;luminen;pimeä (valaisematon);?9;pilvipouta;80;;öljysora tai vast;III;Yhdystie;Ei tasoristeystä;false;116;5;;;;
610023;Väylävirasto;9262/1/24174;0;9262;1;24174;406273;7310596;Lapin ELY;Lappi;Keminmaa;KIVALONTIE;2022;1;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;;false;false;ajorata;linjaonnettomuus;la;jäinen;pimeä (valaisematon);?25;kirkas;80;;kestopäällyste;III;Yhdystie;Ei tasoristeystä;false;177;17;100;84;68;
610024;Kunta;;;;;;331462;6844818;Pirkanmaan ELY;Pirkanmaa;Tampere;KUTERINTIE;2022;1;muu tieltä suistuminen;89;Ei henkilövahinkoja;0;muu onnettomuus;;false;false;ajorata;muu risteys;la;luminen;pimeä (valaisematon);?5;kirkas;50;;muu;;;Ei tasoristeystä;false;;;;;;
610025;Kunta;;;;;;427966;7210349;Pohjois-Pohjanmaan ELY;Pohjois-Pohjanmaa;Oulu;Uusikatu - Albertinkatu risteys;2022;1;ajo risteäviä ajosuuntia suoraan;40;Ei henkilövahinkoja;0;risteämisonnettomuus;toiminnassa;false;false;ajorata;liikennevalot;la;jäinen;tie valaistu;?12;kirkas;30;;kestopäällyste;;;Ei tasoristeystä;false;;;;;;
610026;Väylävirasto;6/309/711;1;6;309;711;594225;6784913;Kaakkois-Suomen ELY;Etelä-Karjala;Imatra;VT6;2022;1;suistuminen oikealle suoralla;80;Ei henkilövahinkoja;1;yksittäisonnettomuus;;false;false;ajorata;linjaonnettomuus;la;jäinen;tie valaistu;?8;pilvipouta;100;Keskustan ohikulku kaava-alueella;kestopäällyste;Ise;Valtatie;Ei tasoristeystä;false;;;;;;
610027;Kunta;;;;;;213887;6836882;Varsinais-Suomen ELY;Satakunta;Pori;HARRY GULLICHSENINTIE 152;2022;1;suistuminen vasemmalle suoralla;81;Ei henkilövahinkoja;1;yksittäisonnettomuus;;false;false;ajorata;linjaonnettomuus;la;jäinen;päivänvalo;?7;pilvipouta;40;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
610029;Kunta;;;;;;409414;6861501;Keski-Suomen ELY;Keski-Suomi;Jämsä;SALAVANTIE;2022;1;jk ylitti muutoin ajorataa suojatien ulkopuolella;71;Loukkaantumiseen johtanut;4;jalankulkijaonnettomuus;;false;false;ajorata;linjaonnettomuus;la;luminen;tie valaistu;?6;pilvipouta;60;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
610030;Väylävirasto;13/129/331;0;13;129;331;395998;6973162;Keski-Suomen ELY;Keski-Suomi;Karstula;TIE 13 SAARIJÄRVENTIE;2022;1;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;;false;false;ajorata;linjaonnettomuus;la;luminen;hämärä;?10;kirkas;80;;kestopäällyste;Is;Valtatie;Ei tasoristeystä;false;;;100;95;61;
610031;Kunta;;;;;;357797;6684503;Uudenmaan ELY;Uusimaa;Kirkkonummi;TURUNTIE;2022;1;suistuminen vasemmalle suoralla;81;Ei henkilövahinkoja;1;yksittäisonnettomuus;;false;false;ajorata;linjaonnettomuus;la;luminen;tie valaistu;?11;kirkas;50;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
610032;Väylävirasto;1072/2/1854;0;1072;2;1854;329316;6693240;Uudenmaan ELY;Uusimaa;Lohja;TAVOLANTIE 936;2022;1;suistuminen vas. vasemmalle kääntyvässä kaart.;85;Loukkaantumiseen johtanut;1;yksittäisonnettomuus;;false;false;ajorata;linjaonnettomuus;la;luminen;päivänvalo;?7;pilvipouta;60;;kestopäällyste;Ib;Yhdystie;Ei tasoristeystä;false;;;59;8;0;
610033;Väylävirasto;11927/2/133;0;11927;2;133;464921;6699083;Uudenmaan ELY;Uusimaa;Loviisa;SAARISTOTIE;2022;1;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;;false;false;ajorata;linjaonnettomuus;su;luminen;pimeä (valaisematon);?13;pilvipouta;80;;kestopäällyste;II;Yhdystie;Ei tasoristeystä;false;;;61;13;3;
610035;Väylävirasto;4/344/2449;0;4;344;2449;440668;7101841;Pohjois-Pohjanmaan ELY;Pohjois-Pohjanmaa;Kärsämäki;OULUNTIE;2022;1;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;;false;false;ajorata;linjaonnettomuus;la;ajourat paljaat;pimeä (valaisematon);?6;pilvipouta;100;;kestopäällyste;Is;Valtatie;Ei tasoristeystä;false;;;100;100;100;
610036;Kunta;;;;;;429792;7217481;Pohjois-Pohjanmaan ELY;Pohjois-Pohjanmaa;Oulu;SUOKULAISENTIE X OINAANTIE;2022;1;kääntyminen oikealle toisen eteen tai kylkeen;50;Ei henkilövahinkoja;2;risteämisonnettomuus;;false;false;ajorata;kärkikolmio;su;jäinen;tie valaistu;?15;kirkas;30;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
610037;Väylävirasto;924/2/16098;0;924;2;16098;423427;7300572;Lapin ELY;Lappi;Simo;RANUANTIE;2022;1;kohtaaminen kaarteessa;21;Ei henkilövahinkoja;2;kohtaamisonnettomuus;;true;false;ajorata;linjaonnettomuus;su;luminen;pimeä (valaisematon);?12;kirkas;80;;kestopäällyste;Ic;Seututie;Ei tasoristeystä;false;880;104;100;90;69;706
610038;Väylävirasto;3/113/496;2;3;113;496;372858;6745836;Uudenmaan ELY;Kanta-Häme;Janakkala;TV 3;2022;1;suistuminen oikealle suoralla;80;Ei henkilövahinkoja;1;yksittäisonnettomuus;;false;false;ajorata;linjaonnettomuus;su;luminen;pimeä (valaisematon);?4;lumisade;100;;kestopäällyste;Ise;Valtatie;Ei tasoristeystä;false;;;;;;
610039;Kunta;;;;;;641139;6943611;Pohjois-Savon ELY;Pohjois-Karjala;Joensuu;JOENSUU;2022;1;muu tieltä suistuminen;89;Ei henkilövahinkoja;1;yksittäisonnettomuus;;false;false;ajorata;linjaonnettomuus;la;jäinen;tie valaistu;?11;kirkas;30;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
610040;Väylävirasto;56/6/4514;0;56;6;4514;382723;6876676;Keski-Suomen ELY;Keski-Suomi;Jämsä;YLÖVEDENTIE 236 KOHDALLA;2022;1;eläinonnettomuus;90;Loukkaantumiseen johtanut;2;peuraonnettomuus;;false;false;ajorata;linjaonnettomuus;su;jäinen;pimeä (valaisematon);?6;pilvipouta;80;;kestopäällyste;Ib;Kantatie;Ei tasoristeystä;false;1 320;162;98;47;24;
610041;Väylävirasto;164/4/343;0;164;4;343;429009;6740551;Uudenmaan ELY;Päijät-Häme;Orimattila;HELSINGINTIE;2022;1;muu kohtaamisonnettomuus, ei kääntymistä;29;Loukkaantumiseen johtanut;2;kohtaamisonnettomuus;;false;false;silta;linjaonnettomuus;su;jäinen;pimeä (valaisematon);?7;lumisade;60;Läpikulku-/sisääntulotie kaava-alueella;kestopäällyste;Is;Seututie;Ei tasoristeystä;true;3 492;205;88;34;8;
610042;Kunta;;;;;;447078;6784198;Uudenmaan ELY;Päijät-Häme;Heinola;PEURANPOLKU 1;2022;1;suistuminen vasemmalle suoralla;81;Ei henkilövahinkoja;0;muu onnettomuus;;false;false;muu;linjaonnettomuus;su;luminen;tie valaistu;?10;pilvipouta;40;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
610043;Väylävirasto;689/3/6660;0;689;3;6660;251755;6957761;Etelä-Pohjanmaan ELY;Etelä-Pohjanmaa;Kurikka;JURVANTIE;2022;1;suistuminen vas. oikealle kääntyvässä kaarteessa;83;Ei henkilövahinkoja;1;yksittäisonnettomuus;;false;false;ajorata;linjaonnettomuus;su;jäinen;pimeä (valaisematon);?17;kirkas;80;;kestopäällyste;Ib;Seututie;Ei tasoristeystä;false;835;54;85;51;27;
610044;Väylävirasto;3400/3/2960;0;3400;3;2960;339853;6826041;Pirkanmaan ELY;Pirkanmaa;Kangasala;RUUTANANTIE;2022;1;suistuminen vasemmalle suoralla;81;Ei henkilövahinkoja;1;yksittäisonnettomuus;;false;false;ajorata;linjaonnettomuus;la;jäinen;tie valaistu;?10;kirkas;60;;kestopäällyste;Ic;Yhdystie;Ei tasoristeystä;true;3 213;178;;;;
610045;Väylävirasto;934/4/4922;0;934;4;4922;430884;7396034;Lapin ELY;Lappi;Rovaniemi;OUNASJOEN ITÄPUOLENTIE X LAUTAOJANTIE;2022;1;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;;false;false;ajorata;linjaonnettomuus;la;jäinen;pimeä (valaisematon);?18;pilvipouta;80;;kestopäällyste;Ib;Seututie;Ei tasoristeystä;false;715;69;100;77;33;
610046;Kunta;;;;;;382226;6682579;Uudenmaan ELY;Uusimaa;Vantaa;VASKIVUORENTIE X KAIVOKSELANTIE;2022;1;kääntyminen vasemmalle toisen eteen tai kylkeen;52;Loukkaantumiseen johtanut;2;risteämisonnettomuus;toiminnassa;false;false;ajorata;liikennevalot;su;luminen;tie valaistu;?5;lumisade;40;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
610047;Väylävirasto;1605/1/6475;0;1605;1;6475;426606;6702514;Uudenmaan ELY;Uusimaa;Porvoo;MYRSKYLÄNTIE 479A;2022;1;kohtaaminen kaarteessa;21;Ei henkilövahinkoja;2;kohtaamisonnettomuus;;false;false;ajorata;linjaonnettomuus;su;jäinen;päivänvalo;?8;kirkas;60;;kestopäällyste;Is;Yhdystie;Ei tasoristeystä;false;;;77;22;6;
610048;Kunta;;;;;;363174;6765318;Uudenmaan ELY;Kanta-Häme;Hämeenlinna;ARVI KARISTON KATU 8;2022;1;jalankulkija suojatiellä ennen risteystä;60;Loukkaantumiseen johtanut;2;jalankulkijaonnettomuus;;false;false;suojatie;kärkikolmio;su;jäinen;hämärä;?3;lumisade;40;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
610049;Väylävirasto;4/321/2451;0;4;321;2451;437457;7003980;Keski-Suomen ELY;Keski-Suomi;Viitasaari;4 TIE, PIHTIPUTAANTIE, PELLONPÄÄNKANGAS;2022;1;muu tieltä suistuminen;89;Ei henkilövahinkoja;1;yksittäisonnettomuus;;false;false;ajorata;linjaonnettomuus;su;jäinen;pimeä (valaisematon);?14;pilvipouta;80;;kestopäällyste;Is;Valtatie;Ei tasoristeystä;false;;;99;87;38;
610050;Väylävirasto;2440/2/7882;0;2440;2;7882;234777;6814472;Varsinais-Suomen ELY;Satakunta;Nakkila;Anolantie;2022;1;suistuminen vasemmalle suoralla;81;Ei henkilövahinkoja;1;yksittäisonnettomuus;;false;false;ajorata;linjaonnettomuus;su;luminen;tie valaistu;?2;lumisade;50;Läpikulku-/sisääntulotie kaava-alueella;kestopäällyste;Ib;Yhdystie;Ei tasoristeystä;false;1 247;52;88;55;28;
610051;Väylävirasto;2463/2/4207;0;2463;2;4207;244658;6803890;Varsinais-Suomen ELY;Satakunta;Kokemäki;JÄRILÄNTIE 577;2022;1;suistuminen oikealle suoralla;80;Loukkaantumiseen johtanut;1;yksittäisonnettomuus;;false;false;ajorata;linjaonnettomuus;la;jäinen;pimeä (valaisematon);?15;pilvipouta;60;;kestopäällyste;II;Yhdystie;Ei tasoristeystä;false;721;22;80;29;4;
610052;Väylävirasto;8/325/575;0;8;325;575;295031;7062827;Etelä-Pohjanmaan ELY;Pohjanmaa;Pedersöre;EUROOPPATIE POLARIS HOTEL;2022;1;eläinonnettomuus;90;Ei henkilövahinkoja;2;peuraonnettomuus;;false;false;ajorata;linjaonnettomuus;su;luminen;pimeä (valaisematon);5;lumisade;80;Tieto puuttuu;kestopäällyste;Is;Valtatie;Ei tasoristeystä;false;;;100;97;79;
610054;Kunta;;;;;;331767;6818726;Pirkanmaan ELY;Pirkanmaa;Tampere;Hervannan valtaväylä;2022;1;peräänajo jarruttavaan ajoneuvoon;6;Ei henkilövahinkoja;0;peräänajo-onnettomuus;toiminnassa;false;false;ajorata;liikennevalot;su;jäinen;päivänvalo;?5;pilvipouta;70;;kestopäällyste;;;Ei tasoristeystä;;;;;;;
610055;Väylävirasto;637/1/7;2;637;1;7;435380;6903432;Keski-Suomen ELY;Keski-Suomi;Jyväskylä;Lohikoskentie x Vapaaherrantie;2022;1;ajo risteäviä ajosuuntia suoraan;40;Ei henkilövahinkoja;2;risteämisonnettomuus;ei toiminnassa;false;false;ajorata;kärkikolmio;su;luminen;tie valaistu;6;lumisade;50;Sisääntulotie kaava-alueella;kestopäällyste;Is;Seututie;Ei tasoristeystä;false;20 300;1 305;94;64;37;541
610056;Väylävirasto;8/114/8928;2;8;114;8928;205460;6778739;Varsinais-Suomen ELY;Satakunta;Rauma;Turuntie;2022;1;suistuminen vasemmalle suoralla;81;Ei henkilövahinkoja;1;yksittäisonnettomuus;;false;false;ajorata;linjaonnettomuus;su;sohjoinen;tie valaistu;0;raesade;100;;kestopäällyste;Is;Valtatie;Ei tasoristeystä;false;;;100;90;73;
610057;Väylävirasto;8/102/5885;2;8;102;5885;235464;6714393;Varsinais-Suomen ELY;Varsinais-Suomi;Raisio;RAUMAN VALTATIE;2022;1;suistuminen vasemmalle suoralla;81;Ei henkilövahinkoja;2;muu onnettomuus;;false;false;ajorata;linjaonnettomuus;su;luminen;päivänvalo;?2;pilvipouta;100;Tieto puuttuu;kestopäällyste;Ise;Valtatie;Ei tasoristeystä;false;;;94;79;48;
610058;Väylävirasto;78/103/3836;0;78;103;3836;537724;7155683;Pohjois-Pohjanmaan ELY;Kainuu;Paltamo;PUOLANGANTIE;2022;1;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;;false;false;ajorata;linjaonnettomuus;su;luminen;pimeä (valaisematon);?19;kirkas;80;;kestopäällyste;Ib;Kantatie;Ei tasoristeystä;false;742;107;100;74;39;
610059;Väylävirasto;8/436/15922;2;8;436;15922;425116;7187125;Pohjois-Pohjanmaan ELY;Pohjois-Pohjanmaa;Liminka;RAAHENTIE X LUMIJOENTIE;2022;1;peräänajo liikenne-esteen takia pysäht. ajoneuvoon;8;Loukkaantumiseen johtanut;2;peräänajo-onnettomuus;toiminnassa;false;false;ajorata;liikennevalot;su;ajourat paljaat;päivänvalo;?12;pilvipouta;60;Tieto puuttuu;kestopäällyste;Ise;Valtatie;Ei tasoristeystä;false;;;100;99;85;
610060;Väylävirasto;8/119/5615;1;8;119;5615;210180;6793251;Varsinais-Suomen ELY;Satakunta;Rauma;PORINTIE (LÄHELLÄ EURAJOEN RAJAA);2022;1;suistuminen oikealle suoralla;80;Ei henkilövahinkoja;1;yksittäisonnettomuus;;false;false;ajorata;linjaonnettomuus;ma;sohjoinen;hämärä;1;pilvipouta;100;;kestopäällyste;Is;Valtatie;Ei tasoristeystä;false;;;;;;
610061;Väylävirasto;9/235/2166;2;9;235;2166;433020;6897996;Keski-Suomen ELY;Keski-Suomi;Jyväskylä;TIE 9, PUMPERIN MÄKI;2022;1;suistuminen vasemmalle suoralla;81;Ei henkilövahinkoja;1;yksittäisonnettomuus;;false;false;ajorata;linjaonnettomuus;ma;jäinen;tie valaistu;?6;pilvipouta;80;Tieto puuttuu;kestopäällyste;Ise;Valtatie;Ei tasoristeystä;false;;;;;;
