OnnettomuusID;Tienpitäjä;Tieosoite;Ajorata;Tie;Osa;Etaisyys;x-koordinaatti;y-koordinaatti;ELY-keskus;Maakunta;Kunta;Katuosoite;Vuosi;Kuukausi;Onnettomyystyyppi;Onnettomuustyyppi_nro;Vakavuus;Osallisten lkm;Onnettomuusluokka;Liikennevalot;Raskaan liikenteen onnettomuus;Tietyö;Onnettomuuspaikka;Liittymäjärjestelyt;Viikonpäivä;Pinta;Valoisuus;Lämpötila?;Sää;Nopeusrajoitus;Verkollinen asema;Päällyste;Talvihoitoluokitus;Toiminnallinen luokka;Rautatie;Taajama;KVL;KVL raskas;Näkemäprosentti yli 150;Näkemäprosentti yli 300;Näkemäprosentti yli 450;Näkemän pituus
611932;Kunta;;;;;;314220;6821380;Pirkanmaan ELY;Pirkanmaa;Nokia;NOKIAN VALTATIE X PINSIÖNTIE;2022;2;suistuminen vasemmalle suoralla;81;Ei henkilövahinkoja;1;yksittäisonnettomuus;toiminnassa;false;false;ajorata;liikennevalot;su;jäinen;tie valaistu;?3;pilvipouta;50;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
611933;Kunta;;;;;;332836;6822588;Pirkanmaan ELY;Pirkanmaa;Tampere;Irjalankatu X Kirjavaisenkatu;2022;2;peräänajo jarruttavaan ajoneuvoon;6;Ei henkilövahinkoja;0;peräänajo-onnettomuus;;false;false;ajorata;tasa-arvo;ma;sohjoinen;päivänvalo;2;kirkas;40;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
611934;Väylävirasto;40/2/4210;2;40;2;4210;234643;6715254;Varsinais-Suomen ELY;Varsinais-Suomi;Raisio;Raisiontie X Nesteentie;2022;2;ajo risteäviä ajosuuntia suoraan;40;Ei henkilövahinkoja;2;risteämisonnettomuus;toiminnassa;false;false;ajorata;liikennevalot;ma;jäinen;tie valaistu;?4;pilvipouta;50;Keskustan ohikulku kaava-alueella;kestopäällyste;Ise;Kantatie;Ei tasoristeystä;false;;;100;75;48;
611935;Väylävirasto;46/1/6101;0;46;1;6101;480966;6756251;Kaakkois-Suomen ELY;Kymenlaakso;Kouvola;KUUSAANNIEMENTIE X HEINOLANTIE;2022;2;kylkikosketus;4;Loukkaantumiseen johtanut;2;ohitusonnettomuus;;false;false;ajorata;kärkikolmio;ma;jäinen;päivänvalo;?2;kirkas;80;;kestopäällyste;Is;Kantatie;Ei tasoristeystä;false;;;100;100;67;
611936;Kunta;;;;;;368195;6904013;Keski-Suomen ELY;Keski-Suomi;Keuruu;Leppäläntie x väinämöisentie;2022;2;kääntyminen vas. vastaantulevan eteen tai kylkeen;30;Ei henkilövahinkoja;0;kääntymisonnettomuus;;false;false;ajorata;kärkikolmio;ma;;päivänvalo;0;kirkas;40;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
611937;Väylävirasto;4/103/1315;2;4;103;1315;392447;6680333;Uudenmaan ELY;Uusimaa;Helsinki;PORVOON VÄYLÄ TIE 7 X LAHDENTIE;2022;2;kylkikosketus;4;Ei henkilövahinkoja;2;ohitusonnettomuus;;false;false;ajorata;linjaonnettomuus;la;paljas, märkä;päivänvalo;0;pilvipouta;100;Keskustan ohikulku kaava-alueella;kestopäällyste;Ise;Valtatie;Ei tasoristeystä;false;;;100;84;67;
611938;Väylävirasto;259710;1;22;1;2611;430208;7209191;Pohjois-Pohjanmaan ELY;Pohjois-Pohjanmaa;Oulu;KAINUUNTIE X JOUTSENTIE;2022;2;törmäys liikennekorokkeeseen;93;Ei henkilövahinkoja;1;yksittäisonnettomuus;toiminnassa;false;false;ajorata;liikennevalot;su;jäinen;tie valaistu;?1;kirkas;60;Läpikulku-/sisääntulotie kaava-alueella;kestopäällyste;Ise;Valtatie;Ei tasoristeystä;false;;;100;100;92;
611939;Väylävirasto;86/10/10183;0;86;10;10183;394435;7123176;Pohjois-Pohjanmaan ELY;Pohjois-Pohjanmaa;Oulainen;OULUNTIE;2022;2;muu onnettomuus;99;Ei henkilövahinkoja;1;muu onnettomuus;;false;false;ajorata;linjaonnettomuus;ma;jäinen;päivänvalo;?4;pilvipouta;80;;kestopäällyste;Is;Kantatie;Ei tasoristeystä;false;;;100;98;65;
611940;Kunta;;;;;;442491;7375475;Lapin ELY;Lappi;Rovaniemi;VIERUSTIE X AITTATIE;2022;2;kääntyminen vasemmalle toisen eteen tai kylkeen;52;Loukkaantumiseen johtanut;2;risteämisonnettomuus;;false;false;ajorata;kärkikolmio;ma;luminen;päivänvalo;3;kirkas;50;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
611941;Kunta;;;;;;244558;6709286;Varsinais-Suomen ELY;Varsinais-Suomi;Turku;HINTSA KNAAPINKATU + VAALAN TASORISTEYS;2022;2;junan ja ajoneuvon törmäys;43;Ei henkilövahinkoja;2;muu onnettomuus;;false;false;;linjaonnettomuus;ma;jäinen;päivänvalo;1;kirkas;40;;kestopäällyste;;;Puomit;true;;;;;;
611942;Väylävirasto;9/206/992;1;9;206;992;334983;6822955;Pirkanmaan ELY;Pirkanmaa;Tampere;JYVÄSKYLÄNTIE;2022;2;suistuminen oikealle suoralla;80;Loukkaantumiseen johtanut;1;yksittäisonnettomuus;;false;false;ajorata;linjaonnettomuus;su;jäinen;pimeä (valaisematon);?2;pilvipouta;100;Tieto puuttuu;kestopäällyste;Ise;Valtatie;Ei tasoristeystä;false;;;;;;
611943;Väylävirasto;8341/1/7690;0;8341;1;7690;460674;7218327;Pohjois-Pohjanmaan ELY;Pohjois-Pohjanmaa;Oulu;JOLOKSENTIE;2022;2;suistuminen oikealle suoralla;80;Ei henkilövahinkoja;1;yksittäisonnettomuus;;true;false;ajorata;linjaonnettomuus;ma;luminen;päivänvalo;1;kirkas;80;;kestopäällyste;III;Yhdystie;Ei tasoristeystä;false;227;24;93;38;11;
611944;Väylävirasto;4/332/3680;0;4;332;3680;439828;7056427;Pohjois-Pohjanmaan ELY;Pohjois-Pohjanmaa;Pyhäjärvi;Jyväskyläntie;2022;2;kohtaaminen kaarteessa;21;Ei henkilövahinkoja;2;kohtaamisonnettomuus;;false;false;ajorata;linjaonnettomuus;ma;paljas, märkä;päivänvalo;2;kirkas;100;;kestopäällyste;Is;Valtatie;Ei tasoristeystä;false;;;100;98;66;
611945;Väylävirasto;4/212/4109;0;4;212;4109;449317;6805807;Uudenmaan ELY;Päijät-Häme;Heinola;JYVÄSKYLÄNTIE;2022;2;muu kohtaamisonnettomuus, ei kääntymistä;29;Loukkaantumiseen johtanut;2;kohtaamisonnettomuus;;true;false;ajorata;linjaonnettomuus;ma;jäinen;pimeä (valaisematon);?4;kirkas;80;;kestopäällyste;Ise;Valtatie;Ei tasoristeystä;false;;;99;67;27;
611946;Väylävirasto;11237/1/2229;0;11237;1;2229;351644;6690951;Uudenmaan ELY;Uusimaa;Vihti;ASEMANTIE X SÖÖPERINPOLKU;2022;2;jk ylitti muutoin ajorataa suojatien ulkopuolella;71;Kuolemaan johtanut;2;jalankulkijaonnettomuus;;false;false;ajorata;linjaonnettomuus;ma;jäinen;päivänvalo;0;kirkas;50;Tieto puuttuu;kestopäällyste;Is;Yhdystie;Ei tasoristeystä;true;4 784;206;;;;
611947;Väylävirasto;749/12/2416;0;749;12;2416;304361;7083088;Etelä-Pohjanmaan ELY;Keski-Pohjanmaa;Kokkola;TIE 749;2022;2;suistuminen vas. oikealle kääntyvässä kaarteessa;83;Ei henkilövahinkoja;1;yksittäisonnettomuus;;false;false;ajorata;linjaonnettomuus;ma;ajourat paljaat;päivänvalo;4;kirkas;80;;kestopäällyste;Is;Seututie;Ei tasoristeystä;false;4 123;358;100;73;56;258
611948;Kunta;;;;;;323185;6825463;Pirkanmaan ELY;Pirkanmaa;Tampere;LIELAHDENKATU X RIENTOLANKATU;2022;2;muu risteämisonnettomuus, kääntyminen;59;Ei henkilövahinkoja;2;risteämisonnettomuus;;false;false;ajorata;kärkikolmio;ma;jäinen;tie valaistu;0;kirkas;50;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
611949;Väylävirasto;1/22/7747;2;1;22;7747;290955;6703027;Varsinais-Suomen ELY;Varsinais-Suomi;Salo;VT 1 (HAUKKALAN KOHDALLA);2022;2;suistuminen oikealle suoralla;80;Loukkaantumiseen johtanut;1;yksittäisonnettomuus;;false;false;ajorata;linjaonnettomuus;su;jäinen;pimeä (valaisematon);?4;pilvipouta;100;;kestopäällyste;Is;Valtatie;Ei tasoristeystä;false;;;100;65;30;
611950;Väylävirasto;5/201/2467;1;5;201;2467;534402;6976859;Pohjois-Savon ELY;Pohjois-Savo;Kuopio;VT5 Kettulanlahti;2022;2;suistuminen vasemmalle suoralla;81;Ei henkilövahinkoja;1;yksittäisonnettomuus;;false;false;ajorata;linjaonnettomuus;ma;jäinen;tie valaistu;?4;raesade;100;Tieto puuttuu;kestopäällyste;Ise;Valtatie;Ei tasoristeystä;false;;;100;73;22;
611951;Kunta;;;;;;369756;7305793;Lapin ELY;Lappi;Tornio;MATINKATU X LAIVURINKATU;2022;2;muu risteämisonnettomuus, ei kääntymistä;49;Ei henkilövahinkoja;2;risteämisonnettomuus;;false;false;ajorata;tasa-arvo;ma;jäinen;päivänvalo;1;kirkas;40;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
611953;Väylävirasto;6510/3/1101;0;6510;3;1101;417074;6960392;Keski-Suomen ELY;Keski-Suomi;Saarijärvi;Viitasaarentie;2022;2;suistuminen vasemmalle suoralla;81;Ei henkilövahinkoja;1;yksittäisonnettomuus;;false;false;ajorata;linjaonnettomuus;ma;jäinen;päivänvalo;3;kirkas;80;;kestopäällyste;II;Yhdystie;Ei tasoristeystä;false;608;39;;;;
611954;Väylävirasto;4/212/11409;0;4;212;11409;446471;6812214;Uudenmaan ELY;Päijät-Häme;Hartola;VT 4;2022;2;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;;true;false;ajorata;linjaonnettomuus;ma;;pimeä (valaisematon);?2;raesade;100;;kestopäällyste;Ise;Valtatie;Ei tasoristeystä;false;;;;;;
611957;Väylävirasto;58/43/3263;0;58;43;3263;400361;6999400;Keski-Suomen ELY;Keski-Suomi;Kivijärvi;KIVIJÄRVENTIE X SAUNAKYLÄNTIE;2022;2;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;;false;false;ajorata;linjaonnettomuus;ma;;päivänvalo;?4;raesade;80;;kestopäällyste;Ic;Kantatie;Ei tasoristeystä;false;757;64;90;70;36;
611958;Muu;;;;;;666938;6865196;Pohjois-Savon ELY;Pohjois-Karjala;Kitee;NIEMENTIE;2022;2;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;;false;false;ajorata;linjaonnettomuus;ti;;pimeä (valaisematon);?12;raesade;80;;;;;Ei tasoristeystä;false;;;;;;
611959;Väylävirasto;7890/1/1515;0;7890;1;1515;393916;7129737;Pohjois-Pohjanmaan ELY;Pohjois-Pohjanmaa;Oulainen;PYHÄJOENTIE;2022;2;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;;true;false;ajorata;linjaonnettomuus;ti;;hämärä;?10;raesade;80;Tieto puuttuu;kestopäällyste;Ic;Yhdystie;Ei tasoristeystä;false;900;105;100;87;58;
611960;Väylävirasto;16599/1/5723;0;16599;1;5723;413702;6887326;Keski-Suomen ELY;Keski-Suomi;Jyväskylä;MOKSINTIE;2022;2;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;;false;false;ajorata;linjaonnettomuus;ma;;pimeä (valaisematon);?2;raesade;80;;kestopäällyste;III;Yhdystie;Ei tasoristeystä;false;173;13;;;;
611964;Muu;;;;;;536550;6877911;Pohjois-Savon ELY;Pohjois-Savo;Joroinen;VIRMANTAUKSENTIE X PORTTIAHONTIE;2022;2;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;;false;false;ajorata;linjaonnettomuus;ke;;pimeä (valaisematon);?10;raesade;80;;;;;Ei tasoristeystä;false;;;;;;
611967;Väylävirasto;58/55/3171;0;58;55;3171;384072;7050110;Etelä-Pohjanmaan ELY;Keski-Pohjanmaa;Lestijärvi;REISJÄRVENTIE;2022;2;eläinonnettomuus;90;Ei henkilövahinkoja;2;peuraonnettomuus;;false;false;ajorata;linjaonnettomuus;ke;;pimeä (valaisematon);?3;raesade;80;;kestopäällyste;Ic;Kantatie;Ei tasoristeystä;false;546;75;94;66;34;630
611969;Väylävirasto;69/7/3115;0;69;7;3115;455577;6939776;Keski-Suomen ELY;Keski-Suomi;Konnevesi;SUONENJOENTIE;2022;2;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;;true;false;ajorata;linjaonnettomuus;ke;;pimeä (valaisematon);?3;raesade;100;;kestopäällyste;Ib;Kantatie;Ei tasoristeystä;false;2 186;255;100;69;29;
611971;Väylävirasto;16/18/3746;0;16;18;3746;324651;6991321;Etelä-Pohjanmaan ELY;Etelä-Pohjanmaa;Lappajärvi;ALAJÄRVENTIE;2022;2;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;;false;false;ajorata;linjaonnettomuus;pe;;päivänvalo;?4;raesade;100;;kestopäällyste;Is;Valtatie;Ei tasoristeystä;false;;;100;100;87;
611972;Väylävirasto;4/344/995;0;4;344;995;440073;7100523;Pohjois-Pohjanmaan ELY;Pohjois-Pohjanmaa;Kärsämäki;OULUNTIE;2022;2;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;;true;false;ajorata;linjaonnettomuus;la;;pimeä (valaisematon);?10;raesade;100;;kestopäällyste;Is;Valtatie;Ei tasoristeystä;false;;;100;100;100;954
611973;Väylävirasto;4/440/3545;0;4;440;3545;417836;7340075;Lapin ELY;Lappi;Tervola;NELOSTIE;2022;2;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;;false;false;ajorata;linjaonnettomuus;su;;pimeä (valaisematon);0;raesade;100;;kestopäällyste;Is;Valtatie;Ei tasoristeystä;false;;;100;88;66;
611976;Kunta;;;;;;373647;6672793;Uudenmaan ELY;Uusimaa;Espoo;KUUNKATU X FRIISINKALLIONTIE;2022;2;eläinonnettomuus;90;Ei henkilövahinkoja;2;peuraonnettomuus;;false;false;ajorata;linjaonnettomuus;ma;;päivänvalo;3;raesade;30;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
611986;Kunta;;;;;;203387;6789369;Varsinais-Suomen ELY;Satakunta;Rauma;AITTAKARINKATU 21;2022;2;peruutusonnettomuus;96;Ei henkilövahinkoja;1;yksittäisonnettomuus;;false;false;pysäköintialue tai piha;linjaonnettomuus;ke;jäinen;hämärä;0;pilvipouta;;;kestopäällyste;;;Ei tasoristeystä;;;;;;;
611987;Väylävirasto;5/416/15240;0;5;416;15240;493188;7473407;Lapin ELY;Lappi;Sodankylä;KEMIJÄRVENTIE X SARVINIEMENTIE;2022;3;suistuminen väistämisen seurauksena;24;Ei henkilövahinkoja;2;kohtaamisonnettomuus;;false;false;ajorata;linjaonnettomuus;ti;jäinen;päivänvalo;?3;lumisade;80;;kestopäällyste;Ib;Valtatie;Ei tasoristeystä;false;;;97;76;48;
611988;Väylävirasto;8/224/5;0;8;224;5;213345;6939080;Etelä-Pohjanmaan ELY;Pohjanmaa;Närpes;VALTATIE 8;2022;3;kääntyminen oikealle toisen eteen tai kylkeen;50;Ei henkilövahinkoja;2;risteämisonnettomuus;;false;false;ajorata;STOP-merkki;ti;paljas, märkä;tie valaistu;1;pilvipouta;80;;kestopäällyste;Is;Valtatie;Ei tasoristeystä;false;;;100;100;83;2 700
611989;Väylävirasto;387/3/2352;0;387;3;2352;562318;6757013;Kaakkois-Suomen ELY;Etelä-Karjala;Lappeenranta;VAALIMAANTIE;2022;3;kohtaaminen suoralla;20;Loukkaantumiseen johtanut;2;kohtaamisonnettomuus;;true;false;ajorata;linjaonnettomuus;ti;jäinen;päivänvalo;3;kirkas;80;;kestopäällyste;Is;Seututie;Ei tasoristeystä;false;2 528;199;99;76;33;
611990;Väylävirasto;170/3/2623;1;170;3;2623;396074;6678340;Uudenmaan ELY;Uusimaa;Helsinki;ITÄVÄYLÄ X LÄNSIMÄENTIE;2022;3;jk suojatiellä, ajoneuvo kääntyi vasemmalle;62;Loukkaantumiseen johtanut;2;jalankulkijaonnettomuus;toiminnassa;false;false;suojatie;liikennevalot;ti;paljas, märkä;päivänvalo;2;kirkas;40;Keskustan ohikulku kaava-alueella;kestopäällyste;Ise;Seututie;Ei tasoristeystä;false;;;95;61;26;
611992;Väylävirasto;13/217/2836;0;13;217;2836;509592;6844128;Pohjois-Savon ELY;Etelä-Savo;Mikkeli;VT 13 JYVÄSKYLÄNTIE;2022;3;suistuminen vasemmalle suoralla;81;Loukkaantumiseen johtanut;1;yksittäisonnettomuus;;false;false;ajorata;linjaonnettomuus;ti;jäinen;pimeä (valaisematon);?8;kirkas;80;;kestopäällyste;Is;Valtatie;Ei tasoristeystä;false;;;100;84;51;419
611994;Väylävirasto;17782/1/3;0;17782;1;3;228537;7011973;Etelä-Pohjanmaan ELY;Pohjanmaa;Vaasa;Alskatvägen x Singsbyvägen;2022;3;kääntyminen vasemmalle toisen eteen tai kylkeen;52;Ei henkilövahinkoja;2;risteämisonnettomuus;;false;false;ajorata;kärkikolmio;ti;paljas, märkä;päivänvalo;3;pilvipouta;60;Sisääntulotie kaava-alueella;kestopäällyste;Ib;Yhdystie;Ei tasoristeystä;false;1 066;55;;;;
611995;Väylävirasto;8/239/1064;0;8;239;1064;231538;7005795;Etelä-Pohjanmaan ELY;Pohjanmaa;Vaasa;Yhdystie x Melaniemen ramppi;2022;3;kääntyminen oikealle toisen eteen tai kylkeen;50;Ei henkilövahinkoja;2;risteämisonnettomuus;;false;false;ajorata;kärkikolmio;ti;paljas, märkä;päivänvalo;2;kirkas;80;Tieto puuttuu;kestopäällyste;Ise;Valtatie;Ei tasoristeystä;false;;;98;76;39;
611996;Kunta;;;;;;386285;6675078;Uudenmaan ELY;Uusimaa;Helsinki;LEMUNTIE 5-11;2022;2;muu onnettomuus;99;Ei henkilövahinkoja;1;muu onnettomuus;;false;false;;linjaonnettomuus;to;;päivänvalo;2;raesade;30;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
611997;Kunta;;;;;;239228;6711449;Varsinais-Suomen ELY;Varsinais-Suomi;Turku;Ratapihankatu;2022;3;peräänajo liikenne-esteen takia pysäht. ajoneuvoon;8;Ei henkilövahinkoja;0;peräänajo-onnettomuus;toiminnassa;false;false;ajorata;liikennevalot;ti;paljas, märkä;päivänvalo;4;kirkas;40;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
611998;Väylävirasto;322/2/2463;0;322;2;2463;362556;6804299;Pirkanmaan ELY;Pirkanmaa;Pälkäne;PÄLKÄNEVEDENTIE;2022;3;suistuminen vasemmalle suoralla;81;Ei henkilövahinkoja;1;yksittäisonnettomuus;;false;false;ajorata;linjaonnettomuus;ti;jäinen;päivänvalo;5;kirkas;80;;kestopäällyste;Ib;Seututie;Ei tasoristeystä;false;1 985;109;100;78;49;
611999;Kunta;;;;;;242884;6716217;Varsinais-Suomen ELY;Varsinais-Suomi;Turku;MESSINKIKATU;2022;3;kohtaaminen kaarteessa;21;Ei henkilövahinkoja;2;kohtaamisonnettomuus;;true;false;ajorata;linjaonnettomuus;ti;jäinen;päivänvalo;1;kirkas;50;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
612000;Väylävirasto;317/2/7235;0;317;2;7235;399432;6773382;Uudenmaan ELY;Kanta-Häme;Hämeenlinna;RONNINTIE;2022;3;suistuminen oik. vasemmalle kääntyvässä kaarteessa;84;Loukkaantumiseen johtanut;1;yksittäisonnettomuus;;false;false;ajorata;linjaonnettomuus;ti;ajourat paljaat;päivänvalo;4;kirkas;80;;kestopäällyste;Ib;Seututie;Ei tasoristeystä;false;;;100;34;0;
612002;Väylävirasto;100/1/831;2;100;1;831;384143;6676472;Uudenmaan ELY;Uusimaa;Helsinki;HAKAMÄENTIE;2022;3;kaistanvaihto oikealle;2;Ei henkilövahinkoja;2;ohitusonnettomuus;;true;false;silta;linjaonnettomuus;ti;paljas, märkä;päivänvalo;4;kirkas;60;Tieto puuttuu;kestopäällyste;Ise;Seututie;Ei tasoristeystä;true;;;;;;
612003;Kunta;;;;;;313982;6820772;Pirkanmaan ELY;Pirkanmaa;Nokia;PIRKKALAISTIE;2022;3;kylkikosketus;4;Ei henkilövahinkoja;1;yksittäisonnettomuus;;false;false;ajorata;linjaonnettomuus;ti;paljas, märkä;päivänvalo;3;kirkas;50;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
612004;Väylävirasto;23529/132/325;0;23529;132;325;334100;6822217;Pirkanmaan ELY;Pirkanmaa;Tampere;VT 9 X TEISKONTIE;2022;3;suistuminen oikealle suoralla;80;Ei henkilövahinkoja;1;yksittäisonnettomuus;;false;false;eritasoliittymän ramppi;linjaonnettomuus;ti;paljas, märkä;tie valaistu;2;pilvipouta;80;Tieto puuttuu;kestopäällyste;Is;Valtatie;Ei tasoristeystä;false;;;;;;
612005;Kunta;;;;;;391859;6673454;Uudenmaan ELY;Uusimaa;Helsinki;KUVERNÖÖRINTIE X HUMALNIEMENTIE;2022;3;muu jalankulkuonnettomuus suojatiellä;69;Loukkaantumiseen johtanut;2;jalankulkijaonnettomuus;;false;false;suojatie;kärkikolmio;ti;paljas, märkä;päivänvalo;3;kirkas;40;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
612006;Muu;;;;;;308813;7084628;Etelä-Pohjanmaan ELY;Keski-Pohjanmaa;Kokkola;TEHTAANKATU 43 MINIMANI NESTE;2022;3;muu onnettomuus;99;Ei henkilövahinkoja;0;muu onnettomuus;;false;false;pysäköintialue tai piha;linjaonnettomuus;ti;jäinen;pimeä (valaisematon);0;pilvipouta;;;kestopäällyste;;;Ei tasoristeystä;;;;;;;
612007;Kunta;;;;;;223285;6828392;Varsinais-Suomen ELY;Satakunta;Pori;ETELÄRANTA X PORIN SILTA;2022;3;pp pyörätiellä, toinen ajoneuvo kääntyi oikealle;15;Loukkaantumiseen johtanut;2;polkupyöräonnettomuus;;false;false;suojatie;kärkikolmio;ke;jäinen;tie valaistu;?1;pilvipouta;40;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
612008;Väylävirasto;15290/6/2547;0;15290;6;2547;512020;6939164;Pohjois-Savon ELY;Pohjois-Savo;Suonenjoki;JALKALANTIE;2022;3;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;;false;false;ajorata;linjaonnettomuus;ke;luminen;pimeä (valaisematon);2;pilvipouta;80;;kestopäällyste;III;Yhdystie;Ei tasoristeystä;false;244;11;90;40;17;
612009;Väylävirasto;1166022;2;15;6;5092;489694;6739544;Kaakkois-Suomen ELY;Kymenlaakso;Kouvola;KOTKANVALTATIE X KARTTEENIEMENTIE;2022;3;suistuminen väistämisen seurauksena;24;Ei henkilövahinkoja;2;kohtaamisonnettomuus;;false;false;ajorata;STOP-merkki;ke;paljas, märkä;päivänvalo;2;kirkas;70;Tieto puuttuu;kestopäällyste;Ise;Valtatie;Ei tasoristeystä;false;;;100;95;73;
612010;Kunta;;;;;;422700;6782141;Uudenmaan ELY;Päijät-Häme;Asikkala;TALLUKANTIE 1;2022;3;muu onnettomuus;99;Ei henkilövahinkoja;2;muu onnettomuus;;false;false;pysäköintialue tai piha;linjaonnettomuus;ke;luminen;hämärä;?2;pilvipouta;40;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
612011;Muu;;;;;;490761;7053716;Pohjois-Savon ELY;Pohjois-Savo;Iisalmi;PUNNANTIE;2022;3;suistuminen oikealle suoralla;80;Ei henkilövahinkoja;1;yksittäisonnettomuus;;true;false;ajorata;linjaonnettomuus;ke;luminen;päivänvalo;3;pilvipouta;80;;sora;;;Ei tasoristeystä;false;;;;;;
612013;Väylävirasto;23594/46/652;0;23594;46;652;328837;6788914;Pirkanmaan ELY;Pirkanmaa;Akaa;Tampereenväylä x Hämeentie;2022;3;kääntyminen vasemmalle toisen eteen tai kylkeen;52;Ei henkilövahinkoja;2;risteämisonnettomuus;;false;false;eritasoliittymän ramppi;kärkikolmio;ke;jäinen;päivänvalo;1;kirkas;70;;kestopäällyste;Is;Valtatie;Ei tasoristeystä;false;;;;;;
612014;Kunta;;;;;;427740;6696954;Uudenmaan ELY;Uusimaa;Porvoo;Teollisuustie x asentajantie;2022;3;ajo risteäviä ajosuuntia suoraan;40;Ei henkilövahinkoja;0;risteämisonnettomuus;;false;false;ajorata;kärkikolmio;ke;paljas, märkä;päivänvalo;3;kirkas;40;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
612015;Kunta;;;;;;427818;7211360;Pohjois-Pohjanmaan ELY;Pohjois-Pohjanmaa;Oulu;MERIKOSKENKATU;2022;3;kohtaaminen suoralla;20;Ei henkilövahinkoja;2;kohtaamisonnettomuus;;false;false;ajorata;linjaonnettomuus;ti;jäinen;tie valaistu;2;pilvipouta;50;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
612016;Väylävirasto;9/204/1689;1;9;204;1689;329491;6818375;Pirkanmaan ELY;Pirkanmaa;Tampere;PYHÄJÄRVENTIE;2022;3;suistuminen vasemmalle suoralla;81;Ei henkilövahinkoja;4;muu onnettomuus;;true;false;ajorata;linjaonnettomuus;ke;jäinen;tie valaistu;2;pilvipouta;100;;kestopäällyste;Ise;Valtatie;Ei tasoristeystä;false;;;;;;
612017;Väylävirasto;91/1/5405;0;91;1;5405;526367;7618920;Lapin ELY;Lappi;Inari;NELLIMINTIE X MELLANAAVANTIE;2022;3;kääntyminen oik. vastaantulevan eteen tai kylkeen;51;Loukkaantumiseen johtanut;2;risteämisonnettomuus;;true;false;ajorata;linjaonnettomuus;ke;jäinen;pimeä (valaisematon);0;pilvipouta;80;;kestopäällyste;Ib;Kantatie;Ei tasoristeystä;false;1 563;129;98;72;35;
612018;Väylävirasto;807/10/131;0;807;10;131;402582;7178618;Pohjois-Pohjanmaan ELY;Pohjois-Pohjanmaa;Siikajoki;SIIKAJOENTIE;2022;3;jk ylitti muutoin ajorataa suojatien ulkopuolella;71;Loukkaantumiseen johtanut;2;jalankulkijaonnettomuus;;false;false;ajorata;linjaonnettomuus;ke;luminen;päivänvalo;0;kirkas;60;Tieto puuttuu;kestopäällyste;III;Seututie;Ei tasoristeystä;false;291;23;74;25;8;
612019;Väylävirasto;32939;1;7;3;90;401007;6682474;Uudenmaan ELY;Uusimaa;Helsinki;PORVOONVÄYLÄ, ITÄÄN;2022;3;muu tieltä suistuminen;89;Ei henkilövahinkoja;1;yksittäisonnettomuus;;false;false;ajorata;linjaonnettomuus;ke;jäinen;pimeä (valaisematon);1;pilvipouta;100;;kestopäällyste;Ise;Valtatie;Ei tasoristeystä;false;;;100;93;68;
612020;Kunta;;;;;;426314;7207814;Pohjois-Pohjanmaan ELY;Pohjois-Pohjanmaa;Oulu;POIKKIMAANTIE X TERMINAALITIE;2022;3;kohtaaminen ohitettaessa kaarteessa;23;Kuolemaan johtanut;3;ohitusonnettomuus;;true;false;ajorata;kärkikolmio;ti;jäinen;tie valaistu;1;kirkas;60;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
612021;Väylävirasto;5/127/3370;0;5;127;3370;510983;6836172;Pohjois-Savon ELY;Etelä-Savo;Mikkeli;LAHDENTIE;2022;3;kohtaaminen suoralla;20;Kuolemaan johtanut;2;kohtaamisonnettomuus;;true;false;ajorata;linjaonnettomuus;ke;paljas, märkä;päivänvalo;2;kirkas;80;;kestopäällyste;Is;Valtatie;Ei tasoristeystä;false;;;100;85;46;
