Onnett_id;Osall_id;Osnro;Oslaji;Oslajisel;Peräv;Perävsel;Ajolaji;Ajolajisel;Ajoneuvika;Ajoneuvmas
7162132;12467700;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
7162132;12467701;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
7162132;12467702;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
7162132;12467703;4;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
7160080;12467704;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;8;1598
7160080;12467705;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;13;1570
7162133;12467706;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;4;1865
7162133;12467707;2;10;jalankulkija;-1;Ei arvoa;-1;Ei arvoa;;
7162488;12467710;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;14;1500
7162134;12467840;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;4;1698
7162134;12467841;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;18;1205
7162135;12467842;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;17;1634
7162135;12467843;3;30;henkilöauto;3;kevytperävaunu;-1;Ei arvoa;;
7162135;12467844;4;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
7162324;12467845;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;10;1364
7162325;12467846;1;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;1;1944
7162325;12467847;2;30;henkilöauto;-1;Ei arvoa;1;ammattimaisessa ajossa;5;3310
7162326;12467848;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;8;1543
7162326;12467849;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
7162327;12467850;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;3;1555
7162327;12467851;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
7162328;12467852;1;30;henkilöauto;-1;Ei arvoa;1;ammattimaisessa ajossa;1;1735
7162328;12467853;2;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;;
8113907;14443740;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
7072946;12467855;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;11;1295
7072946;12467856;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;1;1280
7162329;12467857;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;9;1950
7162329;12467858;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
7162330;12467859;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
7162330;12467860;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
7162331;12467861;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;8;1830
7162331;12467862;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
7162331;12467863;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
7162332;12467864;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;5;1660
7162332;12467865;2;33;linja-auto;-1;Ei arvoa;-1;Ei arvoa;3;14400
7162333;12467866;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;3;1725
7162333;12467867;2;32;kuorma-auto;-1;Ei arvoa;-1;Ei arvoa;7;2290
7160778;12467868;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;20;1520
7160778;12467869;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;3;1865
7162523;12467870;1;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;9;1810
7162523;12467871;2;11;polkupyöräilijä;-1;Ei arvoa;-1;Ei arvoa;;
7162524;12467872;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;14;970
8113908;14443741;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
7162312;12467873;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;5;1795
7162312;12467874;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
7162525;12467875;2;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;;
7162525;12467876;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
7162526;12467877;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;1;1800
7162526;12467878;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
7162527;12467879;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;13;1990
7159732;12467880;1;33;linja-auto;-1;Ei arvoa;1;ammattimaisessa ajossa;6;12500
7159732;12467881;2;33;linja-auto;-1;Ei arvoa;1;ammattimaisessa ajossa;;
7159948;12468015;1;32;kuorma-auto;-1;Ei arvoa;-1;Ei arvoa;20;11300
7159948;12468016;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;12;1380
7159769;12468017;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;7;1551
7159769;12468018;2;10;jalankulkija;-1;Ei arvoa;-1;Ei arvoa;;
7161312;12468021;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;1;1321
7161312;12468022;2;32;kuorma-auto;2;varsinainen perävaunu;1;ammattimaisessa ajossa;;
7159770;12468023;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;7;1679
7159770;12468024;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;3;1895
7159771;12468025;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;16;905
7159771;12468026;2;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;8;2100
7159772;12468027;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;1;1230
7159772;12468028;2;32;kuorma-auto;-1;Ei arvoa;-1;Ei arvoa;3;19090
7159773;12468029;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;1;1548
7159773;12468030;2;32;kuorma-auto;-1;Ei arvoa;-1;Ei arvoa;3;19090
7159774;12468031;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
7159775;12468032;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;9;1224
7159775;12468033;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
7159776;12468034;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;3;1546
7159776;12468035;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;9;1632
7159777;12468036;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;4;1187
7159777;12468037;2;10;jalankulkija;-1;Ei arvoa;-1;Ei arvoa;;
7159778;12468038;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1055
7116214;12468039;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;4;1557
7116214;12468040;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;10;1580
7159779;12468042;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;8;1635
7159779;12468043;2;43;muu moottorikäyttöinen ajoneuvo;-1;Ei arvoa;-1;Ei arvoa;8;11800
7162517;12468044;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;13;1355
7159781;12468045;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
7159781;12468046;2;33;linja-auto;-1;Ei arvoa;1;ammattimaisessa ajossa;;
7159782;12468047;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;5;1790
7159782;12468048;2;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;;
7159783;12468049;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;8;1825
7159783;12468050;2;30;henkilöauto;-1;Ei arvoa;1;ammattimaisessa ajossa;0;2450
7159784;12468051;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;16;985
7159784;12468052;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;12;1362
7160409;12468175;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;9;1503
7160409;12468176;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;10;1950
7160409;12468177;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;18;1355
7160410;12468178;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;14;1272
7160410;12468179;2;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;;
7159954;12468180;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;7;1615
7159954;12468181;2;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;11;1930
7159955;12468182;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;6;1150
7159955;12468183;2;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;1;1280
7159955;12468184;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;9;1335
7159956;12468185;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
7159956;12468186;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;16;1825
7159957;12468187;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;2;1168
7159957;12468188;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;2;1310
7159958;12468189;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;13;970
7159958;12468190;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
7161148;12468191;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;4;1605
7161148;12468192;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1160
7159959;12468193;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;9;1570
7159959;12468194;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;7;2185
7161327;12468195;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;4;1501
7161327;12468196;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;12;1270
7162318;12468197;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;8;1330
7162318;12468198;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;2;1605
7162320;12468199;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;22;1250
7159960;12468200;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;9;1403
7159960;12468201;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1138
7159961;12468202;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;15;1473
7159961;12468203;2;32;kuorma-auto;-1;Ei arvoa;-1;Ei arvoa;3;8400
7159962;12468204;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
7159962;12468205;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;4;1380
7162473;12468206;1;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;25;1600
7162473;12468207;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;9;1140
7159904;12468208;1;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;;
7160122;12468209;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;7;935
7160122;12468210;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
7160123;12468211;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;15;1152
7160123;12468212;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;16;1230
7123030;12468213;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;18;1210
7123030;12468214;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;5;1438
7160124;12468215;1;33;linja-auto;-1;Ei arvoa;-1;Ei arvoa;11;14100
7160124;12468216;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;10;1900
8113977;14443732;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1055
7160125;12468351;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1697
7160125;12468352;2;43;muu moottorikäyttöinen ajoneuvo;5;ajoneuvo tai työkone hinauksessa;-1;Ei arvoa;2;1716
7160126;12468353;1;32;kuorma-auto;1;puoliperävaunu;1;ammattimaisessa ajossa;0;9300
7160127;12468354;1;31;pakettiauto;-1;Ei arvoa;1;ammattimaisessa ajossa;1;2244
7160127;12468355;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;8;1263
7160128;12468356;1;32;kuorma-auto;-1;Ei arvoa;-1;Ei arvoa;;
7160129;12468357;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;5;1673
7160129;12468358;2;43;muu moottorikäyttöinen ajoneuvo;-1;Ei arvoa;1;ammattimaisessa ajossa;2;5360
7161321;12468359;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;5;1289
7161321;12468360;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;21;1290
7160284;12468361;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;26;1270
8114012;14443733;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
7160260;12468362;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;10;1396
7160260;12468363;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
7160260;12468364;4;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;4;1735
7160260;12468365;5;33;linja-auto;-1;Ei arvoa;1;ammattimaisessa ajossa;7;12500
7160261;12468366;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;6;1217
7161954;12468367;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;3;1504
7160286;12468368;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;11;1074
7160286;12468369;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;10;1367
8114013;14443734;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
8114013;14443735;2;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;9;2090
7160287;12468370;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
7160287;12468371;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
7160288;12468372;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
8114014;14443736;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
7160289;12468373;1;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;10;2530
7160289;12468374;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;7;1115
7125150;12468375;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;4;1580
7125150;12468376;2;33;linja-auto;-1;Ei arvoa;-1;Ei arvoa;3;9300
7160447;12468509;1;33;linja-auto;-1;Ei arvoa;-1;Ei arvoa;2;2785
7160447;12468510;2;32;kuorma-auto;-1;Ei arvoa;-1;Ei arvoa;;
7160447;12468511;3;-1;Ei arvoa;-1;Ei arvoa;-1;Ei arvoa;;
7160414;12468512;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;14;1096
7160414;12468513;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;2;1499
8114015;14443737;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
7160449;12468516;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;12;1560
7160449;12468517;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;10;1277
7160449;12468518;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;9;1485
7160450;12468519;1;32;kuorma-auto;-1;Ei arvoa;-1;Ei arvoa;26;6000
7160450;12468520;2;33;linja-auto;-1;Ei arvoa;1;ammattimaisessa ajossa;16;11900
7160451;12468521;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;15;1385
7160451;12468522;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;1;1601
7160452;12468523;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;19;1325
7160452;12468524;2;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;5;1313
7160453;12468525;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;12;1285
7160453;12468526;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;14;1815
7160454;12468527;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;11;1210
7160454;12468528;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;8;1434
7160455;12468529;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
7160456;12468530;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
7160456;12468531;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;1;1845
7160618;12468532;1;33;linja-auto;-1;Ei arvoa;-1;Ei arvoa;8;15950
7162101;12468533;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;15;1395
7145362;12468534;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
7145362;12468535;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;12;1490
7160619;12468536;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;12;1275
7160619;12468537;2;33;linja-auto;-1;Ei arvoa;1;ammattimaisessa ajossa;3;14650
7160620;12468538;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;5;1395
7160620;12468539;2;10;jalankulkija;-1;Ei arvoa;-1;Ei arvoa;;
7160621;12468542;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
7162506;12468543;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;2;1611
7162506;12468544;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
7160622;12468545;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
7162512;12468546;1;33;linja-auto;-1;Ei arvoa;1;ammattimaisessa ajossa;3;2750
7160623;12468678;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;3;1102
7160623;12468679;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;13;1460
7160624;12468680;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
7160624;12468681;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;2;1735
7160625;12468682;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
7160625;12468683;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
7160627;12468686;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;15;1305
7160627;12468687;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;22;1250
7160628;12468688;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1804
7160628;12468689;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
7160628;12468690;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
7160629;12468691;1;30;henkilöauto;-1;Ei arvoa;1;ammattimaisessa ajossa;1;1601
7160629;12468692;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;18;1180
7160630;12468693;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
7160630;12468694;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
7161720;12468695;1;32;kuorma-auto;-1;Ei arvoa;3;tienpitotyössä oleva ajoneuvo;8;15600
7161720;12468696;2;31;pakettiauto;3;kevytperävaunu;-1;Ei arvoa;6;1848
7161720;12468697;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;5;1385
7160797;12468698;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;5;1435
7160797;12468699;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;9;2185
7160798;12468703;1;33;linja-auto;-1;Ei arvoa;-1;Ei arvoa;3;14810
7160798;12468704;2;50;raitiovaunu;-1;Ei arvoa;-1;Ei arvoa;;
7161159;12468705;1;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;9;1880
7161159;12468706;2;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;5;1950
7161160;12468707;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;8;1630
7161160;12468708;2;33;linja-auto;-1;Ei arvoa;-1;Ei arvoa;6;14850
7160799;12468709;1;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;;
7160799;12468710;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;5;1355
7160800;12468711;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;3;1163
7160800;12468712;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;1;1024
7160800;12468713;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;9;1343
7160801;12468714;1;31;pakettiauto;-1;Ei arvoa;4;erikoiskuljetus;;
7160801;12468715;2;33;linja-auto;-1;Ei arvoa;1;ammattimaisessa ajossa;;
7160802;12468716;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;4;1100
7160802;12468717;2;33;linja-auto;-1;Ei arvoa;-1;Ei arvoa;6;14700
7160803;12468718;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
7160803;12468719;2;43;muu moottorikäyttöinen ajoneuvo;-1;Ei arvoa;-1;Ei arvoa;;
7160989;12468720;1;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;4;2002
7160989;12468721;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;2;1312
7160990;12468722;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;1;1483
7160990;12468723;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;11;1440
7251876;12890408;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;10;1605
7251876;12890460;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
7251876;12891492;3;-1;Ei arvoa;-1;Ei arvoa;-1;Ei arvoa;;
7160991;12468724;1;32;kuorma-auto;-1;Ei arvoa;-1;Ei arvoa;0;10380
7160991;12468725;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
8113571;14443738;1;32;kuorma-auto;1;puoliperävaunu;1;ammattimaisessa ajossa;;
8113571;14443739;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;1;1345
7160992;12468726;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;8;1477
7160992;12468856;2;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;4;1487
7160993;12468857;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;12;1344
7160993;12468858;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1735
7160993;12468859;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;2;2141
7160994;12468860;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;1;1731
7160994;12468861;2;50;raitiovaunu;-1;Ei arvoa;1;ammattimaisessa ajossa;;
7160995;12468862;1;33;linja-auto;-1;Ei arvoa;1;ammattimaisessa ajossa;4;11762
7160995;12468863;2;50;raitiovaunu;-1;Ei arvoa;1;ammattimaisessa ajossa;;
7160996;12468864;1;33;linja-auto;-1;Ei arvoa;-1;Ei arvoa;15;13900
7160996;12468865;2;33;linja-auto;-1;Ei arvoa;-1;Ei arvoa;14;13100
7161560;12468866;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;10;1283
7161560;12468867;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;3;1490
7161561;12468868;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;8;1366
7161561;12468869;2;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;13;2170
7161562;12468870;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;17;1190
7161562;12468871;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;1;1324
7160997;12468872;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;1;1130
7160997;12468873;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;1;1160
7160998;12468874;1;43;muu moottorikäyttöinen ajoneuvo;-1;Ei arvoa;3;tienpitotyössä oleva ajoneuvo;2;2950
7160998;12468875;2;32;kuorma-auto;-1;Ei arvoa;-1;Ei arvoa;2;5650
7160606;12468876;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;20;1570
7160606;12468877;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;11;1320
7160606;12468878;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;14;1115
7160999;12468879;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;2;1925
7160999;12468880;2;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;;
7161000;12468881;1;33;linja-auto;-1;Ei arvoa;1;ammattimaisessa ajossa;3;14400
7161000;12468882;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;17;1175
7161167;12468883;1;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;28;1930
7161168;12468884;1;33;linja-auto;-1;Ei arvoa;1;ammattimaisessa ajossa;3;14285
7161168;12468885;2;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;1;1811
7161169;12468886;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;1;1812
