OnnettomuusID;Tekninen osallinen ID;Osallisen numero;Osallisen lajikoodi;Perävaunukoodi;Ajolaji;Ajoneuvon ikä;Ajoneuvon massa
610104;05a18407022bfd0b5675d5b72dba1a97;1;Henkilöauto;;;1;1845
610104;cb56158444b03082b0b3259346a06517;2;Henkilöauto;;;6;2287
610105;8f2414f5c7d8057140a8a408d6ad810f;1;Henkilöauto;;;7;1650
610105;ac6f72ccc8faeb6c279ef948745fe01f;2;Henkilöauto;;;5;1320
610106;e7e10715d473f9427d7d256f32a76648;1;Henkilöauto;;;25;1480
610107;6967bf60a1b671670570c2170018ce70;2;Pakettiauto;;;10;
610107;a80dae78b72510662a4f5d06f70c5620;1;Henkilöauto;;;16;1579
610108;cacede6ce55010e766428ad0f944f48c;1;Henkilöauto;;;9;1865
610110;2299e354eee686b494abec7b80f51681;1;Henkilöauto;;;13;1697
610110;009738f3442535166b9a675a5fbd98dd;2;Henkilöauto;;;2;959
610111;820986ea8e69a3f0dc8689aeee74c02e;2;Henkilöauto;;;0;1335
610111;ad5d3fb6b5a6292c9bb19bdc013dd98e;1;Henkilöauto;;;;
610112;;;;;;;
610113;5ecccf1094b634aa5cab10e571ba1943;2;Henkilöauto;;;3;1350
610113;33d52879e08abc323ec88e795b0ca12c;1;Henkilöauto;;;6;1811
610113;df3d6d4675771c9218da9ec912f3362a;3;Henkilöauto;;;9;
610114;49084f1c04656e1313f8f5e887897c08;2;Henkilöauto;;;2;1317
610114;a8c103b254cd78d5b34e383aa1636b5b;1;Henkilöauto;;;10;1530
610114;f6418d6d383feabecf2f4c114d556aa4;3;Henkilöauto;;;18;
610115;a8d880a08fb3b2b3407c567707047a83;1;Henkilöauto;;;32;
610115;f42e3744d31a0eab8c1dbe55f4f64296;2;Muu moottorikäyttöinen ajoneuvo, mopoauto eli kevyt nelipyörä (KNP);;;0;10614
610116;71c5617c23f12d1233e9e90abed229cd;1;Henkilöauto;;;;
610117;;;;;;;
610118;;;;;;;
610120;a71a470c5346b9b3bcaf7382ff2825e9;1;Henkilöauto;;;9;1495
610120;abc90593d036335b2d47685bea262db8;2;Henkilöauto;;;20;1680
610121;5e43a2a8bebe54c97c7fe3b7338e6f66;2;Henkilöauto;;;10;
610121;4655ab72c44b4538401b96a8441b7665;1;Henkilöauto;;;22;
610122;c69fea969774df53097e69b6dd6184a9;1;Kuorma-auto;;;3;9377
610123;642f5b9a02eb1113ad3c0e7e949d09ab;2;Henkilöauto;;;13;1115
610123;abc68851049704af6b60db7d4a8956a8;1;Henkilöauto;;;8;1450
610124;0d97bf58d6be792e34bfcbd214cbef5f;1;Henkilöauto;;;17;1430
610124;75d3c480ef41ed342721164d6fd9a858;2;Henkilöauto;;;17;1560
610125;5d1e2b768ea6f4a8bdb166883cd374f9;2;Henkilöauto;;;13;1410
610125;fd2c6decf98be27f890bff8699c92f76;1;Kuorma-auto;;;3;12800
610126;9f01cea70f8280d552a12c810020624c;2;Henkilöauto;;;5;1431
610126;e9b3952b518ee40e6035f9348a473a3d;1;Linja-auto;;;3;15026
610127;6e43f23a4d5aa4b8848adbe3bfb1ec4a;1;Pakettiauto;;;4;2080
610128;b0c46cea3c8ef92f4c05974e23f3ca83;1;Henkilöauto;;;21;1576
610129;1b5527ca93681863dd52a5d63543a50f;2;Henkilöauto;;;18;
610129;13a3d94369d0cfce5a217764517f28ea;1;Pakettiauto;;;11;1845
610130;1f6636c996db6e1bdf9bbc78fc9bb71b;1;Pakettiauto;;;15;
610131;2c39345c99b23ee23ffff9ec14316803;1;Henkilöauto;;;;
610135;90ccb3dae705b850218bc5f6f1fdd189;2;Kuorma-auto;;3;;
610135;ef01c02c02cb060fe71c5066e77f13fb;1;Henkilöauto;;;;
610136;a8c204c2d6e682b7485eba55192d0826;1;Henkilöauto;;;18;1345
610137;9d7772f0d2702d1deb7795972cb87a2f;2;Kuorma-auto;;;8;13670
610137;00ee2ba091302cddc6379b8464df7ead;1;Henkilöauto;;;28;
610138;;;;;;;
610139;4b35e3e9b2171adfa808b559628344e6;1;Henkilöauto;;;5;1572
610139;f08fa36bdfbdfc00b4a0f0ea07b0c2e2;2;Henkilöauto;;;;
610140;1f2f62bbd38f6ce1570c7366fcbb44eb;1;Pakettiauto;;;20;1760
610140;9053181d1d543c8a74e417767ed3412a;2;Kuorma-auto;;;11;9800
610141;3f1998204d7dfb92cd58868d2adafc6e;1;Henkilöauto;;;3;1431
610141;f6ec1d6cd7f216659aebf15f93351896;2;Pakettiauto;;;16;2002
610143;1a307e6e1cc14c02627110dea32a1802;1;Henkilöauto;;;13;1635
610143;3e3fb395d96933ac828d8895ca44b001;2;Henkilöauto;;;16;1685
610144;bf6f36b9d6fea460dcd3c4f520f957ba;2;Kuorma-auto;;3;18;14000
610144;f35dfb0fc98257ba84d29be30f1b4036;1;Henkilöauto;;;25;
610145;bcbecbade32a04a4c4cf00b9ca889a84;2;Hirvi;;;;
610145;dc7040bb3f3b213c574ef193cfb32319;1;Pakettiauto;;;13;1359
610146;81f2ceacbf29380a4cddbdb719d1793c;2;Henkilöauto;;;5;2025
610146;559fa7da80ca29cbcd9a3f4ad003b13a;1;Henkilöauto;;;18;
610147;6acbd031457271c92131d281a7e53fed;1;Henkilöauto;;;16;1820
610147;486ed5f342e1dc2fa9bddf07862c0dc5;2;Hirvi;;;;
610148;e1dc785514a780599fb3f40e814c8e15;1;Pakettiauto;;;21;
610148;eeae081ffab8128ab2705932ca5f5d5c;2;Henkilöauto;;;13;1629
610149;2311bf8d4ec48dae00508409ce5b3aa1;1;Henkilöauto;;;7;1872
610149;a504ec9ee0ff85530a358b1666dc53ac;2;Muu moottorikäyttöinen ajoneuvo, mopoauto eli kevyt nelipyörä (KNP);;;10;
610150;8376fffd22c4de359e5e7a32727996c3;1;Kuorma-auto;;;23;22200
610150;e67b3db1714cc24ec578008f14a40947;2;Pakettiauto;;;4;
610151;e0b609f3c99e6c13d48b08422df7eb0e;1;Pakettiauto;;;9;2015
610151;faaad8410ad43350e53c7d5febb08e61;2;Hirvi;;;;
610152;477863d9e7b5247bdbc1f65187f0dbf6;1;Henkilöauto;;;16;1450
610152;d3965e1ce9a530ef2e766cd0751d0855;2;Linja-auto;;;5;12960
610153;4d7df3f92270bc915a510f3cbd755b3f;2;Henkilöauto;;;2;1393
610153;6bf14bac8de52f8ec08d0d99d7b89b93;1;Henkilöauto;;;14;2400
610154;c189474313af8f78bc3efcfb5c8265ac;1;Henkilöauto;;;16;1340
610155;;;;;;;
610156;10fc2bd37bc1b0663dd835b49ece177a;2;Henkilöauto;;;12;1493
610156;f40d620593c32abc377ddf4d7b0ae479;1;Henkilöauto;;;;
610157;e9574a67cbd7d6c547893531ed5157f9;1;Henkilöauto;;;12;1505
610158;1eefe2597176ca29f66fe3e2c6a6cff3;1;Linja-auto;;1;3;14675
610158;fa7918e528d5e1584682bf0aadb93456;2;Kuorma-auto;;1;5;7470
610159;;;;;;;
610160;24fc43bbf7672183acc72a33ab82ae64;1;Henkilöauto;;;19;1295
610161;5190793cd055de3924f4bea5f317076d;1;Kuorma-auto;;;11;13400
610162;cbded6520389d5a7d7a52dbe33f8a7e3;1;Henkilöauto;;;14;1760
610163;db4d117b34e7ab95e2952bfbb25be22a;1;Henkilöauto;;;10;1735
610164;52ff88693918d517039b22490ffc50d7;1;Henkilöauto;;;3;1870
610165;;;;;;;
610166;f40731a29d3761d346e1c49a7f687fb1;1;Henkilöauto;;;8;1410
610167;2b705204baf20af7e4b843dc6a4beb5e;1;Henkilöauto;;;17;1414
610167;96352287d31838ca9b9d3912fab2e959;2;Henkilöauto;;;9;1545
610168;21b003ba42434139ff4c404a5ab4642c;1;Henkilöauto;;;8;1563
610168;46f6ed53e6c4423dc40fe29e2fb937d2;2;Henkilöauto;;;16;1235
610168;e60de273d174813f12a2e748bd52c68a;3;Henkilöauto;;;2;1729
610169;;;;;;;
610170;2b0eb4550dcdca922f6a56de3dd49c37;1;Henkilöauto;;;13;1659
610170;2b3fb7924974497677c74f356e711e76;3;Henkilöauto;;;20;
610170;7bc74a6ebb5b07c3247352d8307bac72;4;Kuorma-auto;;1;7;18138
610170;f478f2891b3ea413d1a2beeada577741;2;Kuorma-auto;;1;4;14050
610171;d242f52d3fb9f598413514889033c95e;1;Henkilöauto;;;13;1650
610171;ef6ef4e8ff71c806ef9f7e7e43bdd754;2;Henkilöauto;;;18;1010
610172;6a95b0e8e3d7ca66a796838f68116204;2;Pakettiauto;;;9;2105
610173;897a1305272314cca07d6eb801a89e58;2;Moottorikelkka;;;8;317
610173;bd1f2ca33acee179086d6ff3a61df53e;1;Pakettiauto;;;7;2131
610174;0af385e19a7160886fb0deae305f14a2;1;Henkilöauto;;;19;1375
610175;04f536459aca2b5f9400b97a349a26c8;2;Henkilöauto;;;15;1277
610175;9097614343ecf981283bd4700a44ad93;1;Henkilöauto;;;10;1656
610176;654c3c982a81be2f7e6f1d86b9838536;1;Henkilöauto;;;16;1324
610177;8c0fcfb0071e67298f96e53cba895595;1;Henkilöauto;;;2;1615
610177;e9910e3c14490eec9257c741bc31eaeb;2;Henkilöauto;;;12;1330
610178;d3d6a8d270790e3f0d3add9b717654fc;1;Henkilöauto;;;8;1485
610178;f6cc8a549bdf71f10647f676d3bb06db;2;Hirvi;;;;
610179;2f63c2b6162085261b4f610f4af83733;1;Henkilöauto;;;7;1505
610179;55fe1dcb576e968c14298f8ee5ade3a9;2;Henkilöauto;;;12;1845
610180;23462daee731d2f3953283b670807adb;1;Henkilöauto;;;23;1165
610181;;;;;;;
610182;6865eea39697b092757c9011c7da66d9;1;Henkilöauto;;;10;1880
610183;3e4ab33a36423e3f30d0d98e3efb78c4;1;Henkilöauto;;;23;
610183;591e1050864f60f747f583cb94158008;2;Henkilöauto;;;6;1278
610184;1b731dc10c1d31abf871a3b03fb001e9;2;Jalankulkija;;;;
610184;1379dbf10e15992c5538c81e05a1b2b1;1;Henkilöauto;;;19;1381
610185;2875beb32e8a6e12311607d199bf2b6b;1;Henkilöauto;;;23;1313
610186;a78e07fb26e003d00cbe687691121d55;1;Henkilöauto;;;16;
610187;5b5118f97ebad50a1a82cadcc8d86df3;2;Henkilöauto;;;18;
610187;c4513107c11aea5ae09370e3848f64fa;1;Henkilöauto;;;22;
610188;a4b89814e0aa7f0cb97a18cd906f5bcb;1;Henkilöauto;;;21;1460
610188;d512ab53fd6cc53224467923375ae497;2;Henkilöauto;;;7;1174
610189;70a29c8ee43edfb6c7a854690dc75384;1;Henkilöauto;;;;
610189;ae7cc38b1567c21d87bea7e4802e724d;2;Henkilöauto;;;;
610190;05b0d31969a0dba03c9fd63586e2b0e6;1;Henkilöauto;;;9;1251
610191;2cebb8567233d8af0f67b75cd5c6f8eb;2;Henkilöauto;;;18;1180
610191;7cfb723a5a4573ee920f5b6d6a29e965;1;Henkilöauto;;;;
610193;4cc103d2d6cb0ff77b1cfff4bf96fa5e;1;Pakettiauto;;;6;2236
610193;7991ffdf8ba6f3598730bcd80450b6c9;2;Henkilöauto;;;1;1345
610194;346696a1f4e28c4a1719506e6a2c82fe;2;Henkilöauto;;;15;2355
610194;b1b97cb6abdf6255da8a2fffb8ca135c;3;Henkilöauto;;;15;2056
610194;f6fc71008310ec94bea761a4951f5993;1;Henkilöauto;;;7;1471
610195;33a21f18ae4369234f01c5bf1ec2e6ca;2;Henkilöauto;;;12;
610195;f7b0ed01c7e30d26de50d41ed10275f9;1;Moottorikelkka;;;1;344
610196;7dbdd3b803be39b47bb2d120fbb6c511;1;Henkilöauto;;;;
610197;;;;;;;
610198;9c5c80f651bbd4cf7e42d3792339164b;1;Henkilöauto;;;;
610199;52a7a435b36dd12523bf85ec5fa3e24d;2;Henkilöauto;;;22;1237
610199;60a9b58ae7f90835764c284478f8fe95;1;Henkilöauto;;;3;1413
610200;5266b256eec3d59aeee3e2fa0c1365b9;1;Henkilöauto;;;23;
610200;a6a74a04de1071239d29656bf7c00593;2;Henkilöauto;;;21;
610201;bc4519ff512b54d0ad5520bf830e0c78;1;Henkilöauto;;;5;1840
610201;c030ba1bed25c3304c452b0d011d84cd;2;Pakettiauto;;;20;1980
610202;5fd7242bd1cda658d4a77859c2a60496;2;Jalankulkija;;;;
610202;5294dd35b824e3b92f46b248952b7c4d;1;Henkilöauto;;;27;1430
610203;5643a6bb226ad601e2c312bd7b449d77;1;Henkilöauto;;;15;
610203;335603fceafa4d0d0eb652b5159ba5eb;2;Henkilöauto;;;4;1814
610204;85a59018cd23eca765ea87dd728958ee;2;Henkilöauto;;;8;1480
610204;b26344186ab4f6bbdfe4ae6a85fb9125;1;Henkilöauto;;;5;1495
610205;234073068ac3db7e6e969ad5aae592f8;1;Henkilöauto;;;11;1438
610206;6375cea8b5bf963d7c0967156ed020f4;1;Pakettiauto;;;1;2780
610206;b3ffa217331ce9f3f528c75a68e57977;2;Henkilöauto;;;14;1525
610207;;;;;;;
610208;fd79e8bcc0cc50841000ab7d362b87ce;1;Henkilöauto;;;16;
610209;deb97e52db75878b178a61ff9ea68ec7;1;Henkilöauto;;;4;1045
610210;;;;;;;
610211;84c031b157c8a755f20d8049cd8b09cf;1;Henkilöauto;;;11;1145
610211;e26d643fba70466b719aab7760d70112;2;Henkilöauto;;;12;1360
610212;5bacc2fe6b3d9c610e3c260f8838555f;1;Moottorikelkka;;;1;374
610212;c24e58df2850b38e0c8994a81cba7e6d;2;Henkilöauto;;;14;1685
610213;241cf8409aafa384d1f58028b9efdd81;3;Kuorma-auto;;;13;7500
610213;cbab7d5dad0b1364f8d8a064563c1948;1;Henkilöauto;;;;
610213;f067714f7368c5ba454b3c44b7699d13;2;Henkilöauto;;;8;1328
610214;6b918ae7bc1ba5c26d72a06624caf1c9;1;Henkilöauto;;;19;1460
610214;4629e01496f3cf78db0257c4b2c18127;2;Henkilöauto;;;9;1601
610215;0c9cd86aa7b0449d7915a6a9c7b1108a;1;Henkilöauto;;;20;1575
610216;3ec81f328fb30ac7b83045dfde65fa64;2;Henkilöauto;;;17;1295
610216;66cba713fbb5705996e277bd946fcd3e;1;Henkilöauto;;;23;
610217;b24a3f70cf876a7ff4352de300a84f6e;2;Henkilöauto;;;11;1380
610218;8d8b7b7c0eb2c06b4d30065340e7fc5f;1;Henkilöauto;;;6;1485
610218;9ec172d1fabd38e5c51f1393029e2ae9;2;Henkilöauto;;;12;1635
610219;8f14a6711e528e4186c5ecf3430f061c;1;Henkilöauto;;;16;
610219;ef7b3066bb34d3d8a565aa50d1d01427;2;Henkilöauto;;;16;
610220;8923a20e4b2f78eab3359df9eea1a03d;2;Henkilöauto;;;8;1100
610220;79534a7d87b7a648190f2078d9463b8a;1;Henkilöauto;;;15;1088
610221;c83bbcb1a542d1c16f9e6868eca46bb0;2;Muu eläin;;;;
610221;e7ef81414fc85fc5cba69f6b37508610;1;Henkilöauto;;;8;1494
610222;44a7bb10864d9ca19fa985d331947d8f;2;Mopedi, skootteri;;;36;60
610222;4493fca376d90d018d4fd2dc5fc3c73d;1;Henkilöauto;;;25;
610223;93bf1437a46ff8f9e8c6a052004af920;2;Hirvi;;;;
